gene_left	gene_right	source
CIDEA	SERPINA12	experimental interaction detection
CIDEA	CIDEC	inference
CIDEA	COX4I2	inference
CIDEA	S100A14	experimental interaction detection
CIDEA	PRKAG3	inference
CIDEA	CIDEB	experimental interaction detection
CIDEA	PKP3	experimental interaction detection
CIDEA	PRKAB1	experimental interaction detection
GMDS	CCDC22	experimental interaction detection
GMDS	TNKS	experimental interaction detection
GMDS	BAG3	experimental interaction detection
GMDS	MYC	experimental interaction detection
GMDS	APRT	inference
GMDS	UBC	experimental interaction detection
GMDS	HSPD1	inference
GMDS	TAF1	experimental interaction detection
GMDS	NF2	experimental interaction detection
GMDS	HNF4A	experimental interaction detection
GMDS	RAB5C	inference
GMDS	MAX	experimental interaction detection
GMDS	SUMO2	experimental interaction detection
GMDS	SMAD3	inference
GMDS	TSTA3	inference
GMDS	DDB1	inference
GMDS	KIF2B	inference
GMDS	RNF166	experimental interaction detection
GMDS	SKA1	experimental interaction detection
GMDS	WDYHV1	experimental interaction detection
GMDS	NTMT1	inference
GMDS	TNKS2	inference
GMDS	MAP1LC3A	experimental interaction detection
GMDS	SHOC2	inference
GMDS	SSX2IP	inference
FOXD2	REV3L	inference
FOXD2	PMPCB	inference
FOXD2	CCNB2	inference
FOXD2	TTC4	inference
FOXD2	PAH	inference
FOXD2	CCNB1	inference
FOXD2	TAF1	experimental interaction detection
FOXD2	PDHA2	inference
FOXD2	RPL5	inference
FOXD2	PSMD4	inference
FOXD2	TCEB3	inference
FOXD2	SUZ12	inference
FOXD2	TCEB3CL	inference
FOXD2	FOXD4L6	experimental interaction detection
FOXD2	FAM46C	inference
FOXD2	CLASP1	inference
FOXD2	DTX2	inference
FOXD2	DTX1	inference
FOXD2	TCEB3B	inference
FOXD2	TCEB3C	inference
FOXD2	CERK	inference
FOXD2	CCNB3	inference
FOXD2	MCRS1	inference
FOXD2	CGRRF1	experimental interaction detection
FOXD2	ALG1	inference
FOXD2	ELOVL6	inference
FOXD2	DTX4	inference
FOXD2	TIMM8B	inference
FOXD2	TIMM13	inference
NMT2	ARIH2	inference
NMT2	ACSL3	inference
NMT2	HSPA4L	inference
NMT2	TGFB1	experimental interaction detection
NMT2	TK1	experimental interaction detection
NMT2	TP53	experimental interaction detection
NMT2	APP	experimental interaction detection
NMT2	ANXA4	experimental interaction detection
NMT2	UBC	inference
NMT2	HSPA1A	inference
NMT2	HSPA1B	inference
NMT2	BCL2	experimental interaction detection
NMT2	HSPA8	inference
NMT2	GNAT1	inference
NMT2	PRPS2	experimental interaction detection
NMT2	HSPA6	inference
NMT2	RCC1	inference
NMT2	ANXA7	experimental interaction detection
NMT2	HSPA1L	inference
NMT2	HSPA4	inference
NMT2	PPP1CC	experimental interaction detection
NMT2	CASP3	experimental interaction detection
NMT2	CSNK1D	inference
NMT2	HSPA2	inference
NMT2	PSMD4	inference
NMT2	PRPS1	experimental interaction detection
NMT2	CNBP	inference
NMT2	CSNK2B	experimental interaction detection
NMT2	SET	inference
NMT2	PRKCZ	experimental interaction detection
NMT2	SMN1	experimental interaction detection
NMT2	ODF3L2	experimental interaction detection
NMT2	ZNRF1	experimental interaction detection
NMT2	ZCCHC13	inference
NMT2	HSPH1	inference
NMT2	KAT5	inference
NMT2	FBXO17	experimental interaction detection
NMT2	FAM84B	experimental interaction detection
NMT2	ACBD6	inference
NMT2	TMED9	experimental interaction detection
NMT2	GFOD1	experimental interaction detection
CCNT1	CCNT2	inference
CCNT1	BRD4	experimental interaction detection
CCNT1	CCNK	inference
CCNT1	SNAPC5	inference
CCNT1	HEXIM1	experimental interaction detection
CCNT1	MED26	experimental interaction detection
CCNT1	NTN1	inference
CCNT1	PTBP3	experimental interaction detection
CCNT1	MYC	experimental interaction detection
CCNT1	MBP	experimental interaction detection
CCNT1	ESR1	experimental interaction detection
CCNT1	NTRK1	experimental interaction detection
CCNT1	SP1	inference
CCNT1	POU2F2	inference
CCNT1	HNRNPA1	experimental interaction detection
CCNT1	UBC	experimental interaction detection
CCNT1	GTF2F2	inference
CCNT1	POU2F1	inference
CCNT1	JUNB	inference
CCNT1	ERCC2	inference
CCNT1	NELFE	inference
CCNT1	POLR2C	inference
CCNT1	POLR2E	inference
CCNT1	ERCC3	inference
CCNT1	PGC	experimental interaction detection
CCNT1	TBP	inference
CCNT1	TCEA1	inference
CCNT1	CCNC	inference
CCNT1	POLR2A	experimental interaction detection
CCNT1	U2AF2	inference
CCNT1	GRN	experimental interaction detection
CCNT1	GTF2E1	inference
CCNT1	GTF2E2	inference
CCNT1	PML	experimental interaction detection
CCNT1	POLR2B	inference
CCNT1	GTF2H1	inference
CCNT1	GTF2F1	experimental interaction detection
CCNT1	AHR	experimental interaction detection
CCNT1	POLR2I	inference
CCNT1	HNF4A	experimental interaction detection
CCNT1	MLLT3	experimental interaction detection
CCNT1	RPL35	inference
CCNT1	GATA4	inference
CCNT1	CDKN1B	experimental interaction detection
CCNT1	SOX2	experimental interaction detection
CCNT1	CDK8	inference
CCNT1	UBE2A	experimental interaction detection
CCNT1	TAF6	inference
CCNT1	CDK7	inference
CCNT1	CDK9	experimental interaction detection
CCNT1	AFF1	experimental interaction detection
CCNT1	CCNH	inference
CCNT1	MNAT1	inference
CCNT1	NCBP2	inference
CCNT1	POLR2H	inference
CCNT1	POLR2J	inference
CCNT1	GTF2A1	inference
CCNT1	GTF2A2	inference
CCNT1	ZNF143	inference
CCNT1	POLR2K	inference
CCNT1	TERF1	experimental interaction detection
CCNT1	PMS1	experimental interaction detection
CCNT1	ELL	inference
CCNT1	SUMO3	experimental interaction detection
CCNT1	POLR2F	inference
CCNT1	MAX	experimental interaction detection
CCNT1	POLR2G	inference
CCNT1	POLR2L	inference
CCNT1	SUMO1	experimental interaction detection
CCNT1	SUPT4H1	inference
CCNT1	SMAD3	experimental interaction detection
CCNT1	DAB2	experimental interaction detection
CCNT1	GTF2B	inference
CCNT1	CDK6	experimental interaction detection
CCNT1	PURA	experimental interaction detection
CCNT1	SRSF2	inference
CCNT1	MLLT1	experimental interaction detection
CCNT1	KMT2A	experimental interaction detection
CCNT1	SRSF1	inference
CCNT1	SSRP1	inference
CCNT1	NCBP1	inference
CCNT1	EP300	experimental interaction detection
CCNT1	SMAD4	inference
CCNT1	SNAPC2	inference
CCNT1	SNW1	experimental interaction detection
CCNT1	GTF2H2	inference
CCNT1	GTF2H3	inference
CCNT1	TCEB3	inference
CCNT1	TCEB1	inference
CCNT1	TCEB2	inference
CCNT1	TAF5	inference
CCNT1	TAF13	inference
CCNT1	TAF11	inference
CCNT1	TAF7	experimental interaction detection
CCNT1	TERF2	experimental interaction detection
CCNT1	NCOA2	experimental interaction detection
CCNT1	SMAD2	inference
CCNT1	SMAD1	experimental interaction detection
CCNT1	NEDD8	experimental interaction detection
CCNT1	SNAPC1	inference
CCNT1	TAF9	inference
CCNT1	LARP7	experimental interaction detection
CCNT1	GRIPAP1	experimental interaction detection
CCNT1	BRDT	experimental interaction detection
CCNT1	SNAPC4	inference
CCNT1	CPSF3L	inference
CCNT1	RPRD2	inference
CCNT1	ICE2	inference
CCNT1	INTS3	inference
CCNT1	JMJD6	experimental interaction detection
CCNT1	CDC73	inference
CCNT1	INTS5	inference
CCNT1	CTR9	experimental interaction detection
CCNT1	GTF2H5	inference
CCNT1	INTS8	inference
CCNT1	MEPCE	experimental interaction detection
CCNT1	TAF8	inference
CCNT1	TMEM150A	experimental interaction detection
CCNT1	COMTD1	experimental interaction detection
CCNT1	NELFCD	inference
CCNT1	RPAP2	inference
CCNT1	TCEB3B	inference
CCNT1	INTS1	inference
CCNT1	ZC3H8	inference
CCNT1	PAF1	inference
CCNT1	KDM1B	experimental interaction detection
CCNT1	TCEB3C	inference
CCNT1	DOT1L	inference
CCNT1	LEO1	inference
CCNT1	NELFB	inference
CCNT1	RTF1	inference
CCNT1	GTF2H4	inference
CCNT1	CREBBP	inference
CCNT1	KAT2B	experimental interaction detection
CCNT1	SNAPC3	inference
CCNT1	MED12	inference
CCNT1	NABP1	inference
CCNT1	INTS12	inference
CCNT1	INTS4	inference
CCNT1	HEXIM2	inference
CCNT1	RPRD1A	inference
CCNT1	MED15	inference
CCNT1	VWA9	inference
CCNT1	BARD1	experimental interaction detection
CCNT1	NABP2	inference
CCNT1	SRRT	inference
CCNT1	WHSC1L1	experimental interaction detection
CCNT1	WDR61	inference
CCNT1	INTS2	inference
CCNT1	NELFA	inference
CCNT1	PHAX	inference
CCNT1	ELL3	experimental interaction detection
CCNT1	RPRD1B	inference
CCNT1	INTS9	inference
CCNT1	INTS7	inference
CCNT1	ASUN	inference
CCNT1	INTS10	inference
CCNT1	CDK12	inference
CCNT1	MDFIC	experimental interaction detection
CCNT1	AFF4	experimental interaction detection
CCNT1	NUFIP1	experimental interaction detection
CCNT1	MED13	inference
CCNT1	INTS6	inference
CCNT1	ICE1	inference
CCNT1	CTDP1	inference
CCNT1	SUPT16H	inference
CCNT1	CACNG2	experimental interaction detection
GREM1	BMP1	inference
GREM1	VEGFA	inference
GREM1	FLT1	inference
GREM1	KDR	experimental interaction detection
GREM1	PGF	inference
GREM1	YWHAH	experimental interaction detection
GREM1	SOST	inference
BUB1B	DIAPH2	inference
BUB1B	CLASP2	inference
BUB1B	SNCG	experimental interaction detection
BUB1B	CCNB2	inference
BUB1B	UBR5	experimental interaction detection
BUB1B	ZWINT	experimental interaction detection
BUB1B	BAG2	experimental interaction detection
BUB1B	PTTG1	experimental interaction detection
BUB1B	HSPB1	experimental interaction detection
BUB1B	CDK1	inference
BUB1B	CD14	experimental interaction detection
BUB1B	PARP1	experimental interaction detection
BUB1B	UBB	inference
BUB1B	UBC	experimental interaction detection
BUB1B	HIST1H1E	inference
BUB1B	IGF2R	inference
BUB1B	TPR	inference
BUB1B	EEF2	experimental interaction detection
BUB1B	CCNB1	inference
BUB1B	HIST1H1B	inference
BUB1B	HIST1H1D	inference
BUB1B	HIST1H1C	inference
BUB1B	CCNA2	experimental interaction detection
BUB1B	HIST1H1T	inference
BUB1B	APC	experimental interaction detection
BUB1B	PSMA3	experimental interaction detection
BUB1B	PSMA4	experimental interaction detection
BUB1B	LMO2	inference
BUB1B	PSMB5	experimental interaction detection
BUB1B	CDC27	experimental interaction detection
BUB1B	CLIP1	inference
BUB1B	PPP1CC	inference
BUB1B	HNF4A	experimental interaction detection
BUB1B	SKIV2L2	experimental interaction detection
BUB1B	RPS27	inference
BUB1B	PAFAH1B1	inference
BUB1B	RANGAP1	inference
BUB1B	CENPA	inference
BUB1B	CENPF	inference
BUB1B	RANBP2	inference
BUB1B	MXI1	experimental interaction detection
BUB1B	KNTC1	inference
BUB1B	BRCA2	experimental interaction detection
BUB1B	UBE2D1	inference
BUB1B	NEK2	experimental interaction detection
BUB1B	UBE2E1	inference
BUB1B	NUP98	inference
BUB1B	PLK1	experimental interaction detection
BUB1B	SEC13	inference
BUB1B	HDAC4	experimental interaction detection
BUB1B	NUP107	inference
BUB1B	ANAPC15	inference
BUB1B	PSMA6	experimental interaction detection
BUB1B	CDC42	inference
BUB1B	RPL39	experimental interaction detection
BUB1B	RPS27A	inference
BUB1B	UBA52	inference
BUB1B	AP2B1	experimental interaction detection
BUB1B	SUMO1	experimental interaction detection
BUB1B	CCT2	experimental interaction detection
BUB1B	RAE1	experimental interaction detection
BUB1B	MDM2	experimental interaction detection
BUB1B	CENPE	experimental interaction detection
BUB1B	HIST1H1A	inference
BUB1B	CENPC	inference
BUB1B	RBL2	experimental interaction detection
BUB1B	EP300	experimental interaction detection
BUB1B	NUP160	inference
BUB1B	CDC20	experimental interaction detection
BUB1B	CDC16	experimental interaction detection
BUB1B	MAD2L1	experimental interaction detection
BUB1B	STX3	inference
BUB1B	ITGB3BP	inference
BUB1B	ASAH1	inference
BUB1B	HDAC1	experimental interaction detection
BUB1B	SNW1	experimental interaction detection
BUB1B	CKAP5	inference
BUB1B	ESPL1	inference
BUB1B	SMC1A	inference
BUB1B	PSMD6	experimental interaction detection
BUB1B	MAD2L1BP	experimental interaction detection
BUB1B	PPP2R5A	experimental interaction detection
BUB1B	TRIP13	experimental interaction detection
BUB1B	MAPRE1	inference
BUB1B	E2F4	experimental interaction detection
BUB1B	IMMT	inference
BUB1B	PDS5A	inference
BUB1B	ERCC6L	inference
BUB1B	CWF19L2	inference
BUB1B	RABL6	inference
BUB1B	CDCA8	inference
BUB1B	SGO2	inference
BUB1B	RPL39P5	experimental interaction detection
