Gene_Name	interacting_genes
GSG2	['THAP11', 'AURKB', 'RBM4B', 'EHMT1', 'NANOG', 'HERC5', 'KPNA6', 'MYC', 'HSP90AB1', 'FBL', 'MATR3', 'HIST1H3A', 'RBL2', 'FBXL6']
GSK3A	['YWHAG', 'PRKDC', 'PRKCD', 'RCAN2', 'NBR1', 'MAP3K11', 'RICTOR', 'ZDHHC17', 'SPICE1', 'FRAT1', 'FAM193B', 'PSMD1', 'EBNA1BP2', 'AKAP9', 'VTA1', 'MDN1', 'POLR3B', 'SPG21', 'GSKIP', 'HDAC6', 'AXIN2', 'AIM1', 'KRBA1', 'ARHGEF11', 'AXIN1', 'TRAK2', 'DEAF1', 'LRP6', 'MYC', 'APP', 'PRKCG', 'PRKCB', 'HSP90AA1', 'HSP90AB1', 'UBC', 'GLI3', 'AR', 'MAPT', 'PKM', 'CREB1', 'PRKCA', 'PRKACA', 'BCL3', 'PRKCH', 'AKT1', 'FCGR2B', 'FCGR2C', 'CTNNA1', 'CTNNB1', 'PPP1R2', 'PPP3CC']
GSK3B	['HSD17B4', 'UBE2D1', 'ZNF135', 'ACLY', 'ATXN3', 'HDAC4', 'SOX10', 'GEMIN4', 'DEFA1', 'UFM1', 'LMO4', 'PPP1CA', 'GNB2', 'YWHAZ', 'DYNLL1', 'YBX1', 'CSNK2B', 'EEF1A1', 'PRKDC', 'SMAD3', 'XIAP', 'MPP1', 'MDM2', 'E2F1', 'RELB', 'EWSR1', 'CEBPZ', 'RELA', 'NOTCH2', 'TLE1', 'PTK2', 'PRKCZ', 'PRKCD', 'RBPJ', 'PDE4D', 'FOXO1', 'CHD3', 'TRAF2', 'MAP2K5', 'MAP3K1', 'SLA', 'FZD5', 'BIRC3', 'BIRC2', 'EIF4EBP1', 'PMAIP1', 'KLF5', 'TRIM29', 'DHX34', 'RCAN2', 'GRB14', 'NFE2L1', 'NBR1', 'PPP2R5D', 'UBXN2B', 'EFTUD2', 'RSU1', 'RPS6KA1', 'SF3A1', 'ELAVL1', 'SMAD1', 'CST6', 'STK11', 'ADIRF', 'CCDC6', 'NFE2L2', 'MAP3K11', 'TAZ', 'SMN1', 'PFKFB4', 'TMEM44', 'LRRK2', 'RNF220', 'DAB2IP', 'CREB3L3', 'STYK1', 'ZNF746', 'RICTOR', 'FIP1L1', 'CRELD2', 'TUBA1A', 'FBN3', 'ASRGL1', 'RAI1', 'PRUNE', 'ZNF227', 'UBR1', 'ZFPM1', 'SPICE1', 'SYNE4', 'NIN', 'RGS22', 'LPCAT1', 'SP7', 'BRIX1', 'MICAL1', 'ITLN1', 'TSC1', 'FRAT1', 'COPS5', 'KHSRP', 'FBXW7', 'RPL36AL', 'MKL1', 'KIAA1191', 'SGK3', 'BICD1', 'ACSBG1', 'TONSL', 'IGSF21', 'FAM193B', 'XPO6', 'CSF3R', 'EYA1', 'DUSP9', 'NAT9', 'UBXN6', 'BHLHE41', 'IQCG', 'UPF3A', 'SPTBN4', 'DHX36', 'FAM83D', 'RPF2', 'SMURF2', 'BEX1', 'VTA1', 'MID1IP1', 'XPNPEP1', 'SMYD2', 'RASSF1', 'FKBP14', 'DDIT4', 'QPCTL', 'DACT1', 'IGF2BP1', 'GSKIP', 'PIM2', 'CAMSAP3', 'HECW2', 'DEC1', 'PPARGC1A', 'HDAC6', 'DDX20', 'NUFIP1', 'SAP30BP', 'NRBP1', 'VPS51', 'ATPIF1', 'DNMT3L', 'AKAP11', 'FBXW11', 'C14orf1', 'ZHX1', 'NOTCH3', 'NSFL1C', 'AKT3', 'BTRC', 'ANKRD6', 'EPB41L3', 'AXIN2', 'LUC7L2', 'STRAP', 'MTF2', 'NFE2L3', 'AMMECR1', 'NUB1', 'KLF2', 'CSAD', 'BZW2', 'SNCAIP', 'WSB1', 'IKBKG', 'NCOA3', 'MAP3K4', 'IVNS1ABP', 'KRBA1', 'HAX1', 'DNM1L', 'GIPC1', 'AURKA', 'XPO1', 'ARHGEF11', 'AXIN1', 'GPR39', 'FIBP', 'SNAI2', 'TRAK2', 'PHLPP1', 'MGEA5', 'CLASP2', 'DNAJC13', 'ENTPD6', 'DEAF1', 'MED24', 'FRAT2', 'SF3B1', 'LRP6', 'ADAP1', 'PIAS1', 'DCTN3', 'CABYR', 'ACTL6B', 'UBR5', 'IKBKAP', 'EPM2A', 'GJB5', 'PTBP3', 'SNAI1', 'MYC', 'IGHM', 'MYCN', 'GAPDH', 'TP53', 'APP', 'RPLP1', 'JUN', 'CLEC3B', 'PRKCB', 'DBI', 'CENPB', 'HSP90AA1', 'SNRNP70', 'VIM', 'UBC', 'HSPA1A', 'HSPA1B', 'AR', 'MAPT', 'PRKAR1A', 'TOP2A', 'CDH1', 'GYS1', 'PRKAR2A', 'RPS2', 'MUC1', 'CREB1', 'YBX3', 'PRKCA', 'PRKACA', 'CEBPB', 'DDX5', 'PTPN1', 'ATF3', 'RXRA', 'NFKB1', 'BCL3', 'PTN', 'HIST1H1T', 'SFPQ', 'CCND1', 'CCNE1', 'APC', 'DNMT1', 'EEF1G', 'MAP4', 'PIK3R1', 'MAPK1', 'POLR2B', 'AKT1', 'AKT2', 'GBP2', 'CIITA', 'KIF5B', 'HSPA4', 'CTNNB1', 'FUS', 'PPP1CC', 'SREBF1', 'SNCA', 'FEN1', 'HNF4A', 'PPP1R2', 'MTOR', 'BAG6', 'NOTCH1', 'YAP1', 'QARS', 'PPP3CC', 'MASP1', 'ARRB1', 'PSEN1', 'TSC2']
GSKIP	['BAG3', 'PEX19', 'GSK3A', 'GSK3B', 'EXT2', 'SMYD2']
GSN	['HNRNPA1', 'UBC', 'AR', 'SRC', 'VCL', 'PLCG1', 'FLNA', 'VDAC1', 'CDK2', 'TMOD1', 'MPG', 'ARRB2', 'MYH9', 'ACTR1B', 'PIK3CA', 'CASP3', 'IQGAP1', 'CAPZA2', 'PXN', 'ARRB1', 'CASP4', 'PSMD4', 'ACTB', 'ACTR2', 'GRB2', 'ACTA1', 'MDM2', 'PTPN12', 'PTK2', 'PTK2B', 'CUL7', 'DBN1', 'MAP1S', 'PPP1R18', 'SYNPO', 'FBXO25', 'UBE2Q2', 'MYO18A', 'ESR2', 'LRRC39', 'THOC1', 'RBM18', 'MYO19', 'ITCH', 'GAS2L1', 'GABARAPL1', 'TMOD2', 'DUX4', 'STK39', 'LIMA1', 'DDX19B', 'DNALI1', 'UBD', 'CFLAR', 'ACTN4', 'OBSL1', 'TOM1L1', 'PPM1B', 'EGFR', 'FN1', 'ALB', 'ESR1', 'TP53', 'APP']
GSPT1	['TAF1', 'MCC', 'PIK3R1', 'HLA-B', 'VHL', 'HNF4A', 'ATXN1', 'GABARAPL2', 'ABCE1', 'SUMO2', 'ARF6', 'ETF1', 'XIAP', 'BIRC2', 'SNW1', 'IKBKE', 'BECN1', 'ELAVL1', 'DPPA4', 'ESR2', 'UPF1', 'SMG1', 'HINFP', 'TNFRSF10D', 'PRKAB1', 'TRAF6', 'RBM8A', 'SAP18', 'XPO1', 'UBD', 'BCAR3', 'UBR5', 'NTRK1', 'UBC', 'PABPC1']
GSPT2	['UPF1', 'SMG1', 'UBR5', 'APP', 'UBC', 'PABPC1', 'ETF1']
GSR	['NTRK1', 'ISG15', 'JUN', 'RB1', 'UBC', 'MCM2', 'SUMO1', 'ELAVL1', 'SUMO4', 'PJA1', 'C11orf49']
GSS	['TERF1', 'IRF3', 'ONECUT1', 'GAPDH', 'UBC', 'TAF1', 'HNF4A']
GSTA1	['YWHAE', 'LSM3', 'PPP2CB', 'ST3GAL1', 'ACOX1', 'GSTA3', 'RPAIN', 'SPDL1', 'ZBTB21', 'GSTA4', 'BAG3', 'APP']
GSTA2	['GSTA3', 'GSTA5', 'NUSAP1', 'GSTA4']
GSTA3	['BAG3', 'APP', 'GSTA1', 'GSTA2']
GSTA4	['BAG3', 'GSTA1', 'GSTA2', 'UBC', 'HNF4A', 'C2orf50', 'ONECUT1']
GSTA5	['GSTA2']
GSTCD	['PRMT6', 'SUV39H2', 'DAPP1', 'XPO1', 'KDM1A', 'UBC', 'BMP7', 'HNF1A', 'STAT3', 'HNF4A', 'RBL2', 'E2F4', 'CLNK', 'TNS4']
GSTK1	['SRPRB', 'GTF3C3', 'COPG1', 'IGF2BP2', 'TIMM23', 'POLR1C', 'ZW10', 'USO1', 'COQ9', 'UFL1', 'CCNDBP1', 'SMC2', 'AHSA1', 'EGFR', 'FN1', 'CYP1A1', 'RPN1', 'RPN2', 'SLC3A2', 'SNRPA1', 'CISD3', 'UBC', 'ITGA4', 'DDX5', 'VCAM1', 'TAF1', 'VDAC1', 'CDK2', 'HTR1B', 'POLD1', 'DNAJA1', 'HNRNPH3', 'MCM4', 'MCM7', 'COPB2', 'DDOST', 'ARL1', 'IARS', 'STAT1', 'LRPPRC', 'MATR3', 'PIP4K2A', 'TMED10', 'PEX5', 'RPS6KA3', 'HNRNPM', 'EPPK1', 'GRB2', 'EIF4G2', 'GTF2I', 'CYCS', 'PFKP', 'NCBP1', 'CUL4A', 'DCTN1', 'VEPH1', 'NCAPH', 'EFTUD2', 'RAB3GAP1', 'PCBP1', 'TSC22D1', 'SLC1A5', 'NEDD8', 'DDB1', 'CLPP', 'IMMT', 'PDS5A', 'MINOS1', 'TCTN3', 'PDXDC1', 'HEATR3', 'DCXR', 'DNAAF5', 'HRNR', 'FAM9B', 'CCAR2', 'NUP93', 'HSD17B11', 'IPO4', 'PDCD6IP', 'FAR1', 'SYMPK', 'CCDC47', 'KIF1BP', 'L3HYPDH', 'RPRD1A', 'CMSS1', 'NOC4L', 'YTHDF1', 'XPO4', 'EHD4', 'RAB3GAP2', 'UNC45A', 'ARMT1', 'SFXN1', 'XPO5', 'DNAJC11', 'FANCI', 'OGFR', 'ATXN10', 'NCDN', 'SEC63', 'XPO7', 'CPSF3', 'TMCO1', 'PRPF19', 'SSR3', 'VDAC3']
GSTM1	['UBC', 'GSTM3', 'UCP1', 'GSTM2', 'GRB2', 'IQCB1', 'ARL6IP6', 'MAP3K5', 'HAUS7']
GSTM2	['GSTM5', 'PTEN', 'GSTM4', 'GSTM1', 'UBC', 'GSTM3']
GSTM3	['GSTM2', 'MPG', 'HLA-C', 'GSTM5', 'SUMO2', 'GRB2', 'ECT2L', 'GSTM4', 'RBL2', 'PAK2', 'SLBP', 'PLS1', 'HNRNPLL', 'FAM120B', 'PPP1R13B', 'SH3GL2', 'GNB1L', 'ATG5', 'MOV10', 'LANCL2', 'KLHL42', 'NXF1', 'TPX2', 'TRAF6', 'UCHL5', 'BAG3', 'GH1', 'ESR1', 'ENO1', 'GSTM1', 'UBC', 'TFE3']
GSTM4	['TLE1', 'ZBTB16', 'UNC119', 'LRIF1', 'RIF1', 'NELFCD', 'IGSF21', 'MED31', 'BAG3', 'TP53', 'UBC', 'GSTM3', 'TAF1', 'GSTM2', 'HNF4A', 'GSTM5', 'APLP1']
GSTM5	['GSTM4', 'ARFGAP1', 'AMOTL2', 'ERLIN2', 'UBC', 'GSTM3', 'GSTM2', 'PPP1CC']
GSTO1	['E2F1', 'SETDB1', 'RBM48', 'KAT5', 'UBA5', 'MED20', 'CEP126', 'TRAF6', 'PPME1', 'BAG3', 'MYC', 'FN1', 'NTRK1', 'HSPB1', 'APP', 'UBC', 'TAF1', 'EEF1G', 'HNF4A', 'MAX', 'SUMO2']
GSTO2	['TFAP2A', 'UBC', 'TAF1', 'MUM1']
GSTP1	['HNRNPA1', 'UBC', 'ITGA4', 'ATF2', 'VCAM1', 'PTN', 'TGM2', 'CDK2', 'MAPK1', 'PRDX6', 'FUS', 'RBMX', 'MLH1', 'MAPK8', 'MCM2', 'LIG4', 'KRTAP10-3', 'KRTAP10-7', 'KRTAP10-9', 'GABARAPL2', 'HIST1H4A', 'GRB2', 'TXNL4A', 'FANCC', 'MDM2', 'ACY1', 'GABPB1', 'TRAF2', 'FOXD4', 'MAP3K1', 'CUL2', 'CUL3', 'CUL7', 'KRT31', 'NEDD8', 'MAPK14', 'ZNF518A', 'SUMO4', 'NOTCH2NL', 'APPBP2', 'COPS5', 'OTUB1', 'MAP3K5', 'UBE2O', 'MAP1LC3B', 'GABARAPL1', 'MAP1LC3A', 'SCAF1', 'SIRT7', 'PNO1', 'FBXL12', 'SH3GLB1', 'UBD', 'GABARAP', 'PTBP3', 'FN1', 'NTRK1', 'ISG15', 'JUN']
GSTT1	['EGFR']
GSTZ1	['BAG3', 'ABL1', 'FYN', 'UBC', 'HNRNPL', 'NCK1', 'PPP1CC', 'HNF4A', 'GRB2', 'RCAN2']
GSX2	['ABL1']
GTDC1	['APP']
GTF2A1	['GTF2A2', 'SUMO3', 'TBPL1', 'SUMO1', 'EWSR1', 'NCOA6', 'TAF5', 'TERF2', 'TBPL2', 'HUWE1', 'MKX', 'PTCD2', 'GCN1', 'TAF4B', 'DOCK7', 'C17orf62', 'MYLK2', 'CUEDC2', 'SCHIP1', 'KDM5B', 'CNOT1', 'TAF4', 'INPPL1', 'LMNA', 'HMGB1', 'HNRNPA1', 'UBC', 'CREB1', 'TBP', 'BCL3', 'TAF1', 'NFYA', 'GTF2E1', 'GTF2E2', 'SHMT2', 'GTF2F1', 'HSPA9', 'TAF6']
GTF2A1L	['MAFG', 'HOXC11', 'RBFOX2', 'TLX3', 'TLX2', 'SIX6', 'ATF4', 'TBP', 'HOXA5', 'HOXC9', 'PAX9', 'EMX1', 'EMX2', 'GAB1', 'CEBPE', 'NKX2-3', 'ZBTB3', 'HMG20A', 'MAFF']
GTF2A2	['TERF1', 'TBPL1', 'TERF2', 'TAF4', 'UBC', 'TBP', 'TAF1', 'POLR2A', 'GTF2A1']
GTF2B	['HSF1', 'RELA', 'REL', 'BAX', 'DHX9', 'EP300', 'FOXF2', 'REST', 'NR5A1', 'CTBP1', 'IKZF1', 'MED21', 'NCOA4', 'KLF5', 'DRAP1', 'NR1D2', 'TNIP1', 'TAF11', 'NCOA1', 'TAF9', 'MKX', 'MUC7', 'FBXO25', 'SAP25', 'GTF2H4', 'CREBBP', 'ZG16B', 'DEPDC7', 'PKP2', 'SMURF1', 'SRA1', 'MED4', 'OXSM', 'NXF1', 'CTDP1', 'POLR3A', 'MYL12B', 'SLC22A2', 'NCOR1', 'CST4', 'CST1', 'MYC', 'HRAS', 'PIGR', 'ESR1', 'PRB1', 'AMY1A', 'JUN', 'CST2', 'UBC', 'NR2F1', 'THRA', 'VDR', 'GTF2F2', 'ATF4', 'VCAM1', 'POLR2C', 'POLR2E', 'TBP', 'POU3F2', 'BCL3', 'HNF1A', 'TAF1', 'TCEA1', 'POLR2A', 'PSMA3', 'RPL10', 'GTF2E1', 'GTF2E2', 'SERPINB1', 'CIITA', 'GTF2F1', 'MYH11', 'HMGCL', 'PSMC2', 'HNF4A', 'MECP2', 'JAK3', 'POLR2H', 'POLR2J', 'POLR2F', 'YWHAE', 'TBPL1', 'POLR2G']
GTF2E1	['GTF2E2', 'GTF2H1', 'GTF2F1', 'BRCA1', 'HNF4A', 'TAF6', 'CDK7', 'GTF2A1', 'SRPK2', 'GTF2B', 'MDM2', 'EWSR1', 'AES', 'MED21', 'TRIM29', 'TAF11', 'ELAVL1', 'ATF7IP', 'SND1', 'ZSCAN1', 'GTF2H4', 'ZBTB9', 'TRIM15', 'PCBD2', 'ONECUT1', 'IKBKG', 'TRIM24', 'CBFA2T2', 'APP', 'UBC', 'GTF2F2', 'ERCC3', 'TBP', 'HNF1A', 'TAF1', 'TCEA1', 'POLR2A']
GTF2E2	['SHMT2', 'GTF2F1', 'DNM2', 'CDK7', 'GTF2A1', 'GTF2B', 'MDM2', 'KLF5', 'ATF7IP', 'SND1', 'EXOC4', 'MMS19', 'MOV10', 'NXF1', 'MTA2', 'UBR5', 'FOS', 'APP', 'JUN', 'HSP90AB1', 'HNRNPA1', 'UBC', 'TPR', 'GTF2F2', 'ERCC3', 'TBP', 'XPA', 'MCC', 'POLR2A', 'GTF2E1']
GTF2F1	['MSX2', 'AHR', 'PSMC2', 'BRCA1', 'CDK8', 'CDK9', 'KPNA2', 'POLR2J', 'GTF2A1', 'PRPS1', 'POLR2F', 'PSME3', 'POLR2G', 'CSNK2A1', 'GTF2B', 'HNRNPU', 'MED21', 'THOC5', 'KLF5', 'TAF11', 'CDC37', 'MEPCE', 'PLPPR1', 'GTF2H4', 'EAF1', 'STAC3', 'KIF2C', 'FEZ1', 'DSCC1', 'C1QTNF2', 'MED20', 'MED4', 'CTDP1', 'MYO1C', 'XPO1', 'DEGS1', 'CCNT1', 'MAGEC1', 'URI1', 'ABL1', 'FOS', 'MYC', 'NTRK1', 'JUN', 'HNRNPA1', 'PARP1', 'UBC', 'AR', 'IRF1', 'SRF', 'GTF2F2', 'TRIM27', 'PSMC3', 'ERCC2', 'POLR2C', 'TBP', 'PTN', 'TAF1', 'TCEA1', 'CCNC', 'POLR2A', 'ARNT', 'GTF2E1', 'GTF2E2', 'POLR2B', 'GTF2H1', 'PHB', 'RFC2']
GTF2F2	['HMGA1', 'ATF4', 'POLR2C', 'POLR2E', 'TBP', 'TAF1', 'TCEA1', 'POLR2A', 'ARNT', 'GTF2E1', 'GTF2E2', 'POLR2B', 'GTF2F1', 'MSX2', 'AHR', 'BAG6', 'RPL27A', 'POLR2H', 'POLR2J', 'NAP1L1', 'POLR2F', 'POLR2G', 'PITPNA', 'GTF2B', 'EWSR1', 'TAF10', 'KLF5', 'ZNF638', 'STK38', 'TAF5', 'RNF168', 'FAM177A1', 'TCTEX1D2', 'CRBN', 'ESF1', 'ATG3', 'MED29', 'HECW2', 'PFDN2', 'CDC23', 'FAM208A', 'VAV3', 'CTDP1', 'UBXN8', 'TAF4', 'XPO1', 'IPO8', 'HTATSF1', 'MAN1A2', 'URI1', 'CLSTN1', 'ACSL3', 'FOS', 'LMNA', 'TF', 'NTRK1', 'ATP1A1', 'APP', 'JUN', 'COX6C', 'UBC', 'AR']
GTF2H1	['GTF2F1', 'PSMC2', 'HNF4A', 'CDK7', 'CCNH', 'MNAT1', 'RAD23A', 'RAD23B', 'BRPF1', 'MAX', 'REEP5', 'E2F1', 'XPC', 'FGL1', 'KLF1', 'GTF2H2', 'GTF2H3', 'TNIP1', 'POU2AF1', 'UVSSA', 'GTF2H2C', 'GTF2H5', 'USHBP1', 'ZSCAN1', 'JDP2', 'ERCC4', 'FUBP1', 'MMS19', 'TRIOBP', 'CCSER2', 'TXNRD2', 'NUDC', 'RNF11', 'KPNA3', 'HOXC11', 'ESR1', 'TP53', 'JUN', 'ERCC1', 'UBC', 'AR', 'ACTN1', 'RPA2', 'ERCC2', 'POLR2C', 'ERCC3', 'XPA', 'TCEA1', 'POLR2A', 'RPA1', 'RXRB', 'ERCC5', 'GTF2E1']
GTF2H2	['GTF2H3', 'GTF2H5', 'GTF2H4', 'SRA1', 'DNMT3L', 'LHX6', 'UBD', 'UBC', 'AR', 'ERCC2', 'ERCC3', 'GTF2H1', 'ARHGAP25', 'CDK7', 'CCNH', 'MNAT1', 'SUMO3', 'COPS2', 'SUMO1', 'FGL1', 'ERCC8']
GTF2H2C	['DZIP3', 'DYNLRB2', 'GTF2H4', 'XPO1', 'SUV39H1', 'UBC', 'ERCC2', 'ERCC3', 'GTF2H1', 'GALC', 'SUMO1', 'PTS', 'GTF2H3', 'CCDC40']
GTF2H3	['GTF2H2C', 'GTF2H5', 'GTF2H4', 'UBC', 'AR', 'RPA2', 'ERCC2', 'ERCC3', 'RPA1', 'GTF2H1', 'RPA3', 'HNF4A', 'CDK7', 'FGL1', 'GTF2H2']
GTF2H4	['RNF11', 'BTAF1', 'TP53', 'RB1', 'UBC', 'ERCC3', 'TBP', 'POLR2A', 'GTF2E1', 'GTF2F1', 'BRCA1', 'HNF4A', 'CDK7', 'GTF2B', 'E2F1', 'MED21', 'GTF2H2', 'GTF2H3', 'E2F4', 'GTF2H2C', 'GTF2H5']
GTF2H5	['GTF2H4', 'CDCA3', 'UNK', 'RNF40', 'UBC', 'ERCC2', 'ERCC3', 'ERCC5', 'GTF2H1', 'PPP1R2', 'HARS2', 'CDK7', 'CCNH', 'MNAT1', 'NUP98', 'GTF2H2', 'GTF2H3', 'ITPR1']
GTF2I	['NFKB2', 'MDM2', 'TFAP4', 'EWSR1', 'BTK', 'STK4', 'CHAF1A', 'HDAC1', 'SNW1', 'CUL3', 'PRKG1', 'ZMYM3', 'CBX2', 'SUZ12', 'SMAD2', 'NEDD8', 'POU2AF1', 'MTUS2', 'LRRK2', 'GTF2IRD2B', 'MEPCE', 'USP37', 'KMT5C', 'SRRM1', 'SIRT6', 'HDAC2', 'USP7', 'PHF21A', 'GCC1', 'OTUB2', 'SIRT1', 'CDC5L', 'RNF2', 'MAP3K3', 'DPY30', 'GABARAPL1', 'VPS11', 'SIRT7', 'FBXO6', 'TOPORS', 'PGPEP1', 'TAB2', 'RPS6KB2', 'MAD2L2', 'DNMT3L', 'FBXW11', 'SRRM2', 'GSTK1', 'TRAF6', 'AP4S1', 'CBX4', 'AIM2', 'UBD', 'INPPL1', 'HDAC3', 'STX7', 'BCL2L11', 'KDM1A', 'JAK2', 'PTP4A3', 'EED', 'PRDM1', 'PIAS2', 'GABARAP', 'SLU7', 'LSM8', 'CHEK2', 'MYC', 'C4BPA', 'NTRK1', 'TP53', 'CYP1A1', 'JUN', 'LGALS1', 'HNRNPA1', 'UBC', 'SRF', 'RPA2', 'LGALS3', 'ATF6', 'USF1', 'TUBG1', 'POLR2A', 'CDK2', 'MAPK3', 'RPA1', 'MAPK1', 'HTR7', 'RPA3', 'BRCA1', 'CDKN1A', 'STAT3', 'HNF4A', 'STAT1', 'NR4A2', 'MAGEA1', 'MAGEA6', 'MAPK12', 'PRRX1', 'SUMO3', 'SUMO2', 'CALM1', 'ARF6', 'AP2B1', 'SNRPN', 'SUMO1', 'UBE2I', 'HIST1H3A']
GTF2IRD1	['FBXW11', 'HDAC3', 'SYNCRIP', 'PIAS2', 'ABL1', 'UBC', 'XRCC1', 'USF1', 'BRCA1', 'MAGEA10', 'BAG6', 'SUMO2', 'HNRNPD', 'SMAD2', 'TOR1AIP1', 'GTF2IRD2B', 'SGTB', 'SORT1', 'EXOSC4']
GTF2IRD2	['CDK20', 'FBXO25', 'AARSD1', 'TRIM54', 'HSP90AA1', 'HSP90AB1', 'MLF1', 'SUMO2', 'SUMO1', 'PSMD2', 'CDC37', 'GTF2IRD2B']
GTF2IRD2B	['GTF2IRD2', 'GTF2IRD1', 'SUMO2', 'GTF2I']
GTF3A	['CHMP5', 'EPN1', 'ABL1', 'FYN', 'PRLR', 'CXCR2', 'RALBP1']
GTF3C1	['FOXL1', 'SQSTM1', 'SNW1', 'ELAVL1', 'NEDD8', 'EZH2', 'AGTRAP', 'RBM23', 'SKAP1', 'RPTOR', 'PRPF38A', 'GTF3C2', 'KBTBD7', 'ESR2', 'CMTM5', 'RNF2', 'KLF6', 'BARD1', 'FOXB1', 'HGH1', 'POLR3C', 'FOXQ1', 'CCDC8', 'ASCC2', 'SMARCAD1', 'AKTIP', 'TBC1D17', 'SIRT7', 'FOXJ2', 'GTF3C4', 'AGO1', 'SUPT5H', 'CASQ2', 'STX6', 'OBSL1', 'EED', 'MYC', 'NTRK1', 'JUN', 'RB1', 'UBC', 'TOP1', 'RPS2', 'CHN1', 'CPE', 'IGFBP3', 'FBL', 'USF1', 'FGFR3', 'RPL13', 'BMI1', 'PHB', 'MTOR', 'MAGEA4', 'CSNK1E', 'MAPK10', 'SUB1', 'VCP', 'SNU13', 'SUMO3', 'POLR2F', 'SUMO2', 'NFKB2', 'UBE3A', 'EP300']
GTF3C2	['ESR2', 'FBXW7', 'PASK', 'CDC5L', 'FOXB1', 'POLR3C', 'FOXQ1', 'SMARCAD1', 'GTF3C4', 'GTF3C5', 'GTF3C3', 'CASQ2', 'AURKA', 'FOXS1', 'STX6', 'AHSA1', 'HERC2', 'MYC', 'NTRK1', 'RB1', 'PAEP', 'UBC', 'RPS2', 'RPA2', 'SYN1', 'TBP', 'TAF1', 'FBL', 'RPL13', 'RPL10', 'RPA1', 'MCM7', 'RPA3', 'GRIA2', 'SUMO2', 'HIST1H2BC', 'GPSM2', 'POU5F1', 'EP300', 'GTF3C1', 'SNW1']
GTF3C3	['CASQ2', 'XPO1', 'FOXS1', 'STX6', 'EED', 'DEDD', 'CIAO1', 'MYC', 'NTRK1', 'TP53', 'UBC', 'TBP', 'FBL', 'RPL13', 'HTT', 'MAGEA6', 'PLK1', 'VCP', 'FOXG1', 'GABARAPL2', 'PCBD1', 'SUMO2', 'FOXK2', 'POU5F1', 'PCDH1', 'EP300', 'SQSTM1', 'SNW1', 'HNRNPD', 'NEDD8', 'USP37', 'RPAP2', 'MRPL50', 'GTF3C2', 'DEDD2', 'ESR2', 'BRF1', 'CEP19', 'EPAS1', 'FOXB1', 'POLR3C', 'CEP250', 'FOXQ1', 'AP5M1', 'SMARCAD1', 'NANOG', 'SIRT7', 'FOXJ2', 'GTF3C4', 'GSTK1']
GTF3C4	['AGO1', 'PPP6R1', 'GTF3C5', 'GTF3C3', 'NOP56', 'FOXS1', 'EED', 'WHSC1', 'MYC', 'NTRK1', 'TP53', 'UBC', 'TBP', 'TAF1', 'BRCA1', 'PLK1', 'MAX', 'SUMO2', 'POU5F1', 'RBPJ', 'FOXM1', 'GTF3C1', 'FOXL1', 'SNW1', 'METTL21C', 'HIST2H3A', 'DPPA4', 'USP37', 'GTF3C2', 'ESR2', 'GTF3C6', 'RNF2', 'BARD1', 'FOXB1', 'POLR3C', 'METTL22', 'FOXQ1', 'POLR3F', 'SENP3', 'SMARCAD1', 'NANOG', 'CBX8', 'FOXJ2']
GTF3C5	['XPO1', 'FOXS1', 'TCF21', 'CIAO1', 'MYC', 'NTRK1', 'JUN', 'UBC', 'ETS2', 'PHKG2', 'TCF4', 'TBP', 'TAF1', 'FBL', 'HNF4A', 'PLK1', 'VCP', 'FOXG1', 'KRTAP10-3', 'MAX', 'E2F1', 'RBPJ', 'EP300', 'FOXL1', 'TAF10', 'CUL1', 'CUL3', 'KRT40', 'PAXIP1', 'NOTCH2NL', 'GTF3C2', 'ESR2', 'BRF1', 'GTF3C6', 'CDC5L', 'MDFI', 'FOXB1', 'NIPSNAP1', 'POLR3C', 'CEP250', 'FOXQ1', 'CCDC8', 'SMARCAD1', 'ECT2', 'ANKRA2', 'SRA1', 'HDAC6', 'DNMT3L', 'GTF3C4']
GTF3C6	['NXF1', 'GTF3C4', 'SRRM2', 'GTF3C5', 'APP']
GTPBP1	['RAD21', 'CER1', 'NTRK1', 'APP', 'JUN', 'UBC', 'NF2', 'VASP', 'HDGF', 'E2F1', 'IRF5', 'CUL3', 'STIL', 'MEX3C', 'CEP135', 'CAND1', 'SPICE1', 'COPS5', 'EEF2KMT', 'CHAMP1', 'SCLT1', 'CDC5L', 'RAB17']
GTPBP10	['UBC', 'TAF1', 'POLR2A', 'RPL10', 'PCBP4', 'GOLGA2', 'ICT1', 'MTUS2', 'NECAB2', 'CAND1', 'PNMA1', 'MRPS30']
GTPBP2	['POLH', 'E2F3', 'PRMT5', 'SUV39H1', 'KDM1A', 'UBC', 'IFI30', 'RPL10', 'RAB11A', 'HNRNPU', 'IRF5', 'DCP2', 'PRMT6']
GTPBP3	['CIC', 'RIBC2', 'FAM60A', 'PARP11', 'GNE', 'SPINT2', 'PRPF3', 'IGHA1', 'LYN', 'UBC', 'PFKL', 'HNF1A', 'TAF1', 'PTAFR', 'HNF4A', 'DCAF8']
