Gene_Name	GO_ID	GO_term
TACR2	GO:0005515	protein binding
TACR2	GO:0005515	protein binding
TACR2	GO:0005515	protein binding
TACR2	GO:0005515	protein binding
TACR2	GO:0005886	plasma membrane
TACR2	GO:0005886	plasma membrane
TACR2	GO:0005886	plasma membrane
TACR2	GO:0005886	plasma membrane
TACR2	GO:0005886	plasma membrane
TACR2	GO:0005886	plasma membrane
TACR2	GO:0005887	integral component of plasma membrane
TACR2	GO:0006936	muscle contraction
TACR2	GO:0007186	g-protein coupled receptor signaling pathway
TACR2	GO:0007217	tachykinin receptor signaling pathway
TACR2	GO:0007588	excretion
TACR2	GO:0014057	positive regulation of acetylcholine secretion, neurotransmission
TACR2	GO:0014827	intestine smooth muscle contraction
TACR2	GO:0016497	substance k receptor activity
TACR2	GO:0033685	negative regulation of luteinizing hormone secretion
TACR2	GO:0035106	operant conditioning
TACR2	GO:0036126	sperm flagellum
TACR2	GO:0043117	positive regulation of vascular permeability
TACR2	GO:0051602	response to electrical stimulus
TACR2	GO:0061827	sperm head
TACR2	GO:0070459	prolactin secretion
TACR2	GO:0070474	positive regulation of uterine smooth muscle contraction
TACR2	GO:0097225	sperm midpiece
TACR2	GO:0097225	sperm midpiece
TACR2	GO:1902093	positive regulation of flagellated sperm motility
TACR2	GO:1902093	positive regulation of flagellated sperm motility
S1PR1	GO:0001525	angiogenesis
S1PR1	GO:0001664	g-protein coupled receptor binding
S1PR1	GO:0001955	blood vessel maturation
S1PR1	GO:0003245	cardiac muscle tissue growth involved in heart morphogenesis
S1PR1	GO:0003376	sphingosine-1-phosphate receptor signaling pathway
S1PR1	GO:0004930	g-protein coupled receptor activity
S1PR1	GO:0005515	protein binding
S1PR1	GO:0005654	nucleoplasm
S1PR1	GO:0005768	endosome
S1PR1	GO:0005886	plasma membrane
S1PR1	GO:0005886	plasma membrane
S1PR1	GO:0005886	plasma membrane
S1PR1	GO:0005886	plasma membrane
S1PR1	GO:0005886	plasma membrane
S1PR1	GO:0006935	chemotaxis
S1PR1	GO:0007155	cell adhesion
S1PR1	GO:0007155	cell adhesion
S1PR1	GO:0007186	g-protein coupled receptor signaling pathway
S1PR1	GO:0007193	adenylate cyclase-inhibiting g-protein coupled receptor signaling pathway
S1PR1	GO:0007193	adenylate cyclase-inhibiting g-protein coupled receptor signaling pathway
S1PR1	GO:0007420	brain development
S1PR1	GO:0009897	external side of plasma membrane
S1PR1	GO:0016021	integral component of membrane
S1PR1	GO:0016477	cell migration
S1PR1	GO:0019221	cytokine-mediated signaling pathway
S1PR1	GO:0019226	transmission of nerve impulse
S1PR1	GO:0030032	lamellipodium assembly
S1PR1	GO:0030155	regulation of cell adhesion
S1PR1	GO:0030182	neuron differentiation
S1PR1	GO:0030335	positive regulation of cell migration
S1PR1	GO:0030500	regulation of bone mineralization
S1PR1	GO:0030595	leukocyte chemotaxis
S1PR1	GO:0031226	intrinsic component of plasma membrane
S1PR1	GO:0031532	actin cytoskeleton reorganization
S1PR1	GO:0038036	sphingosine-1-phosphate receptor activity
S1PR1	GO:0043231	intracellular membrane-bounded organelle
S1PR1	GO:0043547	positive regulation of gtpase activity
S1PR1	GO:0045121	membrane raft
S1PR1	GO:0045124	regulation of bone resorption
S1PR1	GO:0045446	endothelial cell differentiation
S1PR1	GO:0045944	positive regulation of transcription by rna polymerase ii
S1PR1	GO:0046625	sphingolipid binding
S1PR1	GO:0048661	positive regulation of smooth muscle cell proliferation
S1PR1	GO:0050927	positive regulation of positive chemotaxis
S1PR1	GO:0051482	positive regulation of cytosolic calcium ion concentration involved in phospholipase c-activating g-protein coupled signaling pathway
S1PR1	GO:0051497	negative regulation of stress fiber assembly
S1PR1	GO:0061384	heart trabecula morphogenesis
S1PR1	GO:0072678	t cell migration
FPR1	GO:0000187	activation of mapk activity
FPR1	GO:0001664	g-protein coupled receptor binding
FPR1	GO:0002430	complement receptor mediated signaling pathway
FPR1	GO:0004930	g-protein coupled receptor activity
FPR1	GO:0004982	n-formyl peptide receptor activity
FPR1	GO:0004982	n-formyl peptide receptor activity
FPR1	GO:0004982	n-formyl peptide receptor activity
FPR1	GO:0005124	scavenger receptor binding
FPR1	GO:0005515	protein binding
FPR1	GO:0005515	protein binding
FPR1	GO:0005622	intracellular
FPR1	GO:0005886	plasma membrane
FPR1	GO:0005886	plasma membrane
FPR1	GO:0005886	plasma membrane
FPR1	GO:0005886	plasma membrane
FPR1	GO:0005886	plasma membrane
FPR1	GO:0005886	plasma membrane
FPR1	GO:0005886	plasma membrane
FPR1	GO:0005886	plasma membrane
FPR1	GO:0005886	plasma membrane
FPR1	GO:0006935	chemotaxis
FPR1	GO:0006954	inflammatory response
FPR1	GO:0007165	signal transduction
FPR1	GO:0007186	g-protein coupled receptor signaling pathway
FPR1	GO:0007188	adenylate cyclase-modulating g-protein coupled receptor signaling pathway
FPR1	GO:0007200	phospholipase c-activating g-protein coupled receptor signaling pathway
FPR1	GO:0007200	phospholipase c-activating g-protein coupled receptor signaling pathway
FPR1	GO:0007204	positive regulation of cytosolic calcium ion concentration
FPR1	GO:0007263	nitric oxide mediated signal transduction
FPR1	GO:0016021	integral component of membrane
FPR1	GO:0019221	cytokine-mediated signaling pathway
FPR1	GO:0030667	secretory granule membrane
FPR1	GO:0035577	azurophil granule membrane
FPR1	GO:0043312	neutrophil degranulation
FPR1	GO:0050786	rage receptor binding
FPR1	GO:0101003	ficolin-1-rich granule membrane
ZNF10	GO:0000981	rna polymerase ii transcription factor activity, sequence-specific dna binding
ZNF10	GO:0003677	dna binding
ZNF10	GO:0005515	protein binding
ZNF10	GO:0005634	nucleus
ZNF10	GO:0005634	nucleus
ZNF10	GO:0006357	regulation of transcription by rna polymerase ii
ZNF10	GO:0046872	metal ion binding
AGXT	GO:0004760	serine-pyruvate transaminase activity
AGXT	GO:0005102	signaling receptor binding
AGXT	GO:0005515	protein binding
AGXT	GO:0005515	protein binding
AGXT	GO:0005759	mitochondrial matrix
AGXT	GO:0005777	peroxisome
AGXT	GO:0005777	peroxisome
AGXT	GO:0005777	peroxisome
AGXT	GO:0005777	peroxisome
AGXT	GO:0005777	peroxisome
AGXT	GO:0005782	peroxisomal matrix
AGXT	GO:0005782	peroxisomal matrix
AGXT	GO:0005782	peroxisomal matrix
AGXT	GO:0005782	peroxisomal matrix
AGXT	GO:0005829	cytosol
AGXT	GO:0005829	cytosol
AGXT	GO:0006625	protein targeting to peroxisome
AGXT	GO:0007219	notch signaling pathway
AGXT	GO:0008453	alanine-glyoxylate transaminase activity
AGXT	GO:0008453	alanine-glyoxylate transaminase activity
AGXT	GO:0008453	alanine-glyoxylate transaminase activity
AGXT	GO:0008453	alanine-glyoxylate transaminase activity
AGXT	GO:0008453	alanine-glyoxylate transaminase activity
AGXT	GO:0008453	alanine-glyoxylate transaminase activity
AGXT	GO:0008453	alanine-glyoxylate transaminase activity
AGXT	GO:0008483	transaminase activity
AGXT	GO:0008483	transaminase activity
AGXT	GO:0009436	glyoxylate catabolic process
AGXT	GO:0016597	amino acid binding
AGXT	GO:0019265	glycine biosynthetic process, by transamination of glyoxylate
AGXT	GO:0019265	glycine biosynthetic process, by transamination of glyoxylate
AGXT	GO:0019448	l-cysteine catabolic process
AGXT	GO:0030170	pyridoxal phosphate binding
AGXT	GO:0030170	pyridoxal phosphate binding
AGXT	GO:0030170	pyridoxal phosphate binding
AGXT	GO:0034641	cellular nitrogen compound metabolic process
AGXT	GO:0042802	identical protein binding
AGXT	GO:0042803	protein homodimerization activity
AGXT	GO:0042803	protein homodimerization activity
AGXT	GO:0042803	protein homodimerization activity
AGXT	GO:0042853	l-alanine catabolic process
AGXT	GO:0042853	l-alanine catabolic process
AGXT	GO:0042853	l-alanine catabolic process
AGXT	GO:0042866	pyruvate biosynthetic process
AGXT	GO:0043231	intracellular membrane-bounded organelle
AGXT	GO:0043621	protein self-association
AGXT	GO:0046487	glyoxylate metabolic process
AGXT	GO:0046724	oxalic acid secretion
AGXT	GO:0051384	response to glucocorticoid
AGXT	GO:0051591	response to camp
CNR1	GO:0002866	positive regulation of acute inflammatory response to antigenic stimulus
CNR1	GO:0004949	cannabinoid receptor activity
CNR1	GO:0005515	protein binding
CNR1	GO:0005515	protein binding
CNR1	GO:0005741	mitochondrial outer membrane
CNR1	GO:0005886	plasma membrane
CNR1	GO:0005886	plasma membrane
CNR1	GO:0005886	plasma membrane
CNR1	GO:0005886	plasma membrane
CNR1	GO:0005886	plasma membrane
CNR1	GO:0005887	integral component of plasma membrane
CNR1	GO:0007186	g-protein coupled receptor signaling pathway
CNR1	GO:0007187	g-protein coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger
CNR1	GO:0007188	adenylate cyclase-modulating g-protein coupled receptor signaling pathway
CNR1	GO:0007283	spermatogenesis
CNR1	GO:0007413	axonal fasciculation
CNR1	GO:0007568	aging
CNR1	GO:0007584	response to nutrient
CNR1	GO:0007613	memory
CNR1	GO:0008144	drug binding
CNR1	GO:0010976	positive regulation of neuron projection development
CNR1	GO:0019233	sensory perception of pain
CNR1	GO:0030426	growth cone
CNR1	GO:0031622	positive regulation of fever generation
CNR1	GO:0031999	negative regulation of fatty acid beta-oxidation
CNR1	GO:0032228	regulation of synaptic transmission, gabaergic
CNR1	GO:0032496	response to lipopolysaccharide
CNR1	GO:0032592	integral component of mitochondrial membrane
CNR1	GO:0033004	negative regulation of mast cell activation
CNR1	GO:0033602	negative regulation of dopamine secretion
CNR1	GO:0035094	response to nicotine
CNR1	GO:0038171	cannabinoid signaling pathway
CNR1	GO:0042220	response to cocaine
CNR1	GO:0042593	glucose homeostasis
CNR1	GO:0043065	positive regulation of apoptotic process
CNR1	GO:0043278	response to morphine
CNR1	GO:0045121	membrane raft
CNR1	GO:0045471	response to ethanol
CNR1	GO:0045759	negative regulation of action potential
CNR1	GO:0045776	negative regulation of blood pressure
CNR1	GO:0045777	positive regulation of blood pressure
CNR1	GO:0050796	regulation of insulin secretion
CNR1	GO:0051001	negative regulation of nitric-oxide synthase activity
CNR1	GO:0051966	regulation of synaptic transmission, glutamatergic
CNR1	GO:0060135	maternal process involved in female pregnancy
CNR1	GO:0060259	regulation of feeding behavior
CNR1	GO:0060405	regulation of penile erection
CNR1	GO:0098921	retrograde trans-synaptic signaling by endocannabinoid
CNR1	GO:0098978	glutamatergic synapse
CNR1	GO:0098982	gaba-ergic synapse
CNR1	GO:0099056	integral component of presynaptic membrane
CNR1	GO:0099553	trans-synaptic signaling by endocannabinoid, modulating synaptic transmission
CNR1	GO:0099635	voltage-gated calcium channel activity involved in positive regulation of presynaptic cytosolic calcium levels
CNR1	GO:0099703	induction of synaptic vesicle exocytosis by positive regulation of presynaptic cytosolic calcium ion concentration
SYT1	GO:0000149	snare binding
SYT1	GO:0000149	snare binding
SYT1	GO:0001786	phosphatidylserine binding
SYT1	GO:0001786	phosphatidylserine binding
SYT1	GO:0005509	calcium ion binding
SYT1	GO:0005509	calcium ion binding
SYT1	GO:0005513	detection of calcium ion
SYT1	GO:0005515	protein binding
SYT1	GO:0005515	protein binding
SYT1	GO:0005515	protein binding
SYT1	GO:0005515	protein binding
SYT1	GO:0005515	protein binding
SYT1	GO:0005516	calmodulin binding
SYT1	GO:0005544	calcium-dependent phospholipid binding
SYT1	GO:0005544	calcium-dependent phospholipid binding
SYT1	GO:0005544	calcium-dependent phospholipid binding
SYT1	GO:0005544	calcium-dependent phospholipid binding
SYT1	GO:0005545	1-phosphatidylinositol binding
SYT1	GO:0005546	phosphatidylinositol-4,5-bisphosphate binding
SYT1	GO:0005737	cytoplasm
SYT1	GO:0005794	golgi apparatus
SYT1	GO:0005886	plasma membrane
SYT1	GO:0005886	plasma membrane
SYT1	GO:0005886	plasma membrane
SYT1	GO:0005886	plasma membrane
SYT1	GO:0005886	plasma membrane
SYT1	GO:0005886	plasma membrane
SYT1	GO:0005886	plasma membrane
SYT1	GO:0005886	plasma membrane
SYT1	GO:0005886	plasma membrane
SYT1	GO:0005886	plasma membrane
SYT1	GO:0005886	plasma membrane
SYT1	GO:0005886	plasma membrane
SYT1	GO:0005886	plasma membrane
SYT1	GO:0005886	plasma membrane
SYT1	GO:0005886	plasma membrane
SYT1	GO:0005886	plasma membrane
SYT1	GO:0005886	plasma membrane
SYT1	GO:0005886	plasma membrane
SYT1	GO:0005886	plasma membrane
SYT1	GO:0005886	plasma membrane
SYT1	GO:0005886	plasma membrane
SYT1	GO:0007268	chemical synaptic transmission
SYT1	GO:0007269	neurotransmitter secretion
SYT1	GO:0007420	brain development
SYT1	GO:0008021	synaptic vesicle
SYT1	GO:0008022	protein c-terminus binding
SYT1	GO:0014047	glutamate secretion
SYT1	GO:0014059	regulation of dopamine secretion
SYT1	GO:0016079	synaptic vesicle exocytosis
SYT1	GO:0016192	vesicle-mediated transport
SYT1	GO:0017075	syntaxin-1 binding
SYT1	GO:0017075	syntaxin-1 binding
SYT1	GO:0017156	calcium ion regulated exocytosis
SYT1	GO:0017157	regulation of exocytosis
SYT1	GO:0017158	regulation of calcium ion-dependent exocytosis
SYT1	GO:0019905	syntaxin binding
SYT1	GO:0019905	syntaxin binding
SYT1	GO:0030054	cell junction
SYT1	GO:0030276	clathrin binding
SYT1	GO:0030285	integral component of synaptic vesicle membrane
SYT1	GO:0030348	syntaxin-3 binding
SYT1	GO:0030424	axon
SYT1	GO:0030665	clathrin-coated vesicle membrane
SYT1	GO:0030665	clathrin-coated vesicle membrane
SYT1	GO:0030665	clathrin-coated vesicle membrane
SYT1	GO:0030665	clathrin-coated vesicle membrane
SYT1	GO:0030665	clathrin-coated vesicle membrane
SYT1	GO:0030665	clathrin-coated vesicle membrane
SYT1	GO:0030665	clathrin-coated vesicle membrane
SYT1	GO:0030672	synaptic vesicle membrane
SYT1	GO:0030672	synaptic vesicle membrane
SYT1	GO:0030672	synaptic vesicle membrane
SYT1	GO:0030672	synaptic vesicle membrane
SYT1	GO:0030672	synaptic vesicle membrane
SYT1	GO:0031045	dense core granule
SYT1	GO:0031201	snare complex
SYT1	GO:0042584	chromaffin granule membrane
SYT1	GO:0042734	presynaptic membrane
SYT1	GO:0042802	identical protein binding
SYT1	GO:0043005	neuron projection
SYT1	GO:0044306	neuron projection terminus
SYT1	GO:0046982	protein heterodimerization activity
SYT1	GO:0048278	vesicle docking
SYT1	GO:0048306	calcium-dependent protein binding
SYT1	GO:0048306	calcium-dependent protein binding
SYT1	GO:0048488	synaptic vesicle endocytosis
SYT1	GO:0048791	calcium ion-regulated exocytosis of neurotransmitter
SYT1	GO:0050750	low-density lipoprotein particle receptor binding
SYT1	GO:0050806	positive regulation of synaptic transmission
SYT1	GO:0051260	protein homooligomerization
SYT1	GO:0051291	protein heterooligomerization
SYT1	GO:0051966	regulation of synaptic transmission, glutamatergic
SYT1	GO:0060076	excitatory synapse
SYT1	GO:0060201	clathrin-sculpted acetylcholine transport vesicle membrane
SYT1	GO:0060201	clathrin-sculpted acetylcholine transport vesicle membrane
SYT1	GO:0060201	clathrin-sculpted acetylcholine transport vesicle membrane
SYT1	GO:0060203	clathrin-sculpted glutamate transport vesicle membrane
SYT1	GO:0060203	clathrin-sculpted glutamate transport vesicle membrane
SYT1	GO:0060203	clathrin-sculpted glutamate transport vesicle membrane
SYT1	GO:0061024	membrane organization
SYT1	GO:0061202	clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane
SYT1	GO:0061202	clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane
SYT1	GO:0070083	clathrin-sculpted monoamine transport vesicle membrane
SYT1	GO:0070083	clathrin-sculpted monoamine transport vesicle membrane
SYT1	GO:0070083	clathrin-sculpted monoamine transport vesicle membrane
SYT1	GO:0070083	clathrin-sculpted monoamine transport vesicle membrane
SYT1	GO:0070083	clathrin-sculpted monoamine transport vesicle membrane
SYT1	GO:0070083	clathrin-sculpted monoamine transport vesicle membrane
SYT1	GO:0070382	exocytic vesicle
SYT1	GO:0071277	cellular response to calcium ion
SYT1	GO:0071277	cellular response to calcium ion
SYT1	GO:0098686	hippocampal mossy fiber to ca3 synapse
SYT1	GO:0098746	fast, calcium ion-dependent exocytosis of neurotransmitter
SYT1	GO:0098746	fast, calcium ion-dependent exocytosis of neurotransmitter
SYT1	GO:0098978	glutamatergic synapse
SYT1	GO:0099502	calcium-dependent activation of synaptic vesicle fusion
SYT1	GO:1903305	regulation of regulated secretory pathway
SYT1	GO:1903861	positive regulation of dendrite extension
TNFAIP3	GO:0001922	b-1 b cell homeostasis
TNFAIP3	GO:0002020	protease binding
TNFAIP3	GO:0002237	response to molecule of bacterial origin
TNFAIP3	GO:0002634	regulation of germinal center formation
TNFAIP3	GO:0002677	negative regulation of chronic inflammatory response
TNFAIP3	GO:0003677	dna binding
TNFAIP3	GO:0004842	ubiquitin-protein transferase activity
TNFAIP3	GO:0004843	thiol-dependent ubiquitin-specific protease activity
TNFAIP3	GO:0004843	thiol-dependent ubiquitin-specific protease activity
